,avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,avghouseholdsize,percentmarried,pctnohs18_24,pcths18_24,pctsomecol18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate,county,state,state_short,county_state,industry_share_manufacturing,industry_share_mineoilgas,uv,poppct_urban,poppct_rural,ratioemployment,ratiocoverage
631,46.0,16,139.0,472.7,50919,6414,14.0,0.0,"(48021.6, 51046.4]",46.5,44.2,48.1,"Antelope County, Nebraska",2.27,66.0,11.2,19.6,63.499999999999986,5.7,33.1,12.8,63.4,1.6,76.0,58.1,38.1,31.0,12.2,98.18069689,0.123342584,0.277520814,0.493370336,60.12052464,8.048993876,Antelope,Nebraska,NE,Antelope_NE,3.4030360601766203,0.0371307807984356,4260.0,0.0,100.0,17.91288888888889,1.3015668242619927
632,41.0,15,171.1,520.4,52914,5315,10.3,0.0,"(51046.4, 54545.6]",45.6,44.7,47.3,"Boone County, Nebraska",2.37,60.5,12.8,21.3,59.400000000000006,6.5,42.3,11.5,64.9,1.2,80.4,62.2,48.8,29.3,10.8,99.27414852,0.130281035,0.148892611,0.111669458,57.52132914,4.356636272,Boone,Nebraska,NE,Boone_NE,7.05916595802967,0.0,4308.0,0.0,100.0,17.91288888888889,1.3015668242619927
633,61.0,23,159.0,434.4,55465,11337,11.4,0.0,"(54545.6, 61494.5]",40.8,35.9,44.8,"Box Butte County, Nebraska",2.31,61.1,27.4,31.5,30.799999999999994,10.3,33.8,11.3,64.8,3.9,73.2,58.4,52.8,30.7,15.9,92.72325376,0.114942529,0.309460654,0.707338638,55.21331946,6.383909051,Box Butte,Nebraska,NE,Box Butte_NE,7.14656064115558,0.0,4379.0,75.04,24.96,17.91288888888889,1.3015668242619927
634,13.0,5,135.2,384.9,39964,2006,13.9,0.0,"(37413.8, 40362.7]",50.8,50.0,51.6,"Boyd County, Nebraska",2.15,64.7,11.0,28.0,61.0,0.0,41.5,14.5,59.3,1.1,69.4,49.5,25.0,37.6,16.1,97.00833742,0.83374203,0.0,0.294261893,54.86631016,9.17721519,Boyd,Nebraska,NE,Boyd_NE,1.22032546595808,0.504630361697593,4221.0,0.0,100.0,17.91288888888889,1.3015668242619927
635,19.0,9,156.0,358.2,42348,2946,12.8,339.443313,"(40362.7, 42724.4]",47.6,46.8,50.0,"Brown County, Nebraska",2.0,64.0,62.7,20.0,9.999999999999996,7.3,41.2,10.2,63.3,0.7,67.1,44.3,32.3,39.8,17.0,97.46588694,0.032488629,0.194931774,0.0,53.1436135,0.363636364,Brown,Nebraska,NE,Brown_NE,3.13301174955347,0.0,4287.0,0.0,100.0,17.91288888888889,1.3015668242619927
636,203.0,75,159.1,443.6,51550,48863,12.5,900.4768434,"(51046.4, 54545.6]",32.5,31.9,33.4,"Buffalo County, Nebraska",2.49,50.8,5.3,17.5,67.10000000000001,10.1,25.6,23.1,72.3,3.5,81.3,74.05915230050738,56.9,22.7,9.7,93.25868468,1.173943868,1.282372076,2.33329163,51.21512642,4.894004637,Buffalo,Nebraska,NE,Buffalo_NE,19.023031736656602,0.241454912491501,4445.0,67.74,32.26,17.91288888888889,1.3015668242619927
637,53.0,24,201.4,485.1,49345,6585,10.6,0.0,"(48021.6, 51046.4]",47.4,46.1,48.6,"Burt County, Nebraska",2.33,60.7,22.9,40.6,32.39999999999999,4.1,39.2,12.3,57.4,3.3,72.3,54.3,45.1,35.0,15.1,95.66721829,0.97788476,0.48142019,0.64690838,57.8721885,7.352941176,Burt,Nebraska,NE,Burt_NE,4.101049979853659,0.0,4158.0,0.0,100.0,17.91288888888889,1.3015668242619927
638,47.0,21,167.3,399.5,54240,8115,9.2,0.0,"(51046.4, 54545.6]",44.7,42.1,47.7,"Butler County, Nebraska",2.26,60.8,22.7,24.9,50.4,2.0,39.9,11.2,65.5,4.2,79.4,59.1,46.5,30.1,10.1,96.82655039,0.641957364,0.557170543,1.138565891,56.49986022,11.30834977,Butler,Nebraska,NE,Butler_NE,22.2907633318146,0.203234344044517,4273.0,34.29,65.71,17.91288888888889,1.3015668242619927
639,140.0,59,193.1,478.0,66522,25512,6.9,0.0,"(61494.5, 125635]",498.0,40.4,42.4,"Cass County, Nebraska",2.57,62.0,14.2,36.0,44.699999999999996,5.1,32.1,16.9,68.06897777777777,3.8,83.0,65.6,55.4,24.4,9.3,96.81388013,0.954258675,0.563880126,0.339116719,61.33661337,7.938902508,Cass,Nebraska,NE,Cass_NE,11.088622741152001,7.66795073137589,4220.0,27.04,72.96,17.91288888888889,1.3015668242619927
640,45.0,19,120.0,334.6,54421,8564,10.4,0.0,"(51046.4, 54545.6]",44.8,42.8,46.7,"Cedar County, Nebraska",2.39,64.4,14.0,28.4,46.8,10.8,40.6,13.1,67.5,2.2,83.7,56.74831353782288,43.6,28.0,8.9,98.67435159,0.080691643,0.023054755,0.080691643,60.67132867,6.343283582,Cedar,Nebraska,NE,Cedar_NE,5.20758948079715,0.0466828528978541,4168.0,0.0,100.0,17.91288888888889,1.3015668242619927
641,27.0,11,172.1,462.8,52749,3956,9.3,0.0,"(51046.4, 54545.6]",44.9,42.8,48.1,"Chase County, Nebraska",2.25,66.5,9.5,21.6,67.4,1.5,33.2,14.7,67.4,0.7,74.5,55.3,36.0,30.0,10.8,98.07544265,0.025660765,0.0,0.333589941,59.72957084,7.489597781,Chase,Nebraska,NE,Chase_NE,2.02240433050147,0.012217126531839699,4554.0,0.0,100.0,17.91288888888889,1.3015668242619927
642,33.0,14,148.7,395.1,43564,5848,13.3,0.0,"(42724.4, 45201]",43.9,43.8,43.9,"Cherry County, Nebraska",2.14,68.0,29.2,35.7,22.299999999999994,12.8,31.0,14.5,69.9,2.6,76.0,58.4,41.0,30.8,12.9,91.55979203,0.034662045,0.27729636,0.0,61.72792725,4.047619048,Cherry,Nebraska,NE,Cherry_NE,1.72836060938756,0.0,4304.0,47.49,52.51,17.91288888888889,1.3015668242619927
643,54.0,16,122.2,439.5,55964,10167,9.0,0.0,"(54545.6, 61494.5]",39.9,37.8,41.7,"Cheyenne County, Nebraska",2.27,55.1,9.0,28.3,47.900000000000006,14.8,27.1,17.6,71.9,1.6,77.0,63.5,57.2,27.1,13.3,96.14964771,0.218318944,1.240448546,0.089312295,48.91873435,11.69354839,Cheyenne,Nebraska,NE,Cheyenne_NE,6.15101891585044,0.0794735120364847,4467.0,63.74,36.26,17.91288888888889,1.3015668242619927
644,44.0,14,148.9,506.7,55758,6309,11.3,0.0,"(54545.6, 61494.5]",43.2,42.5,43.7,"Clay County, Nebraska",0.024,61.2,25.2,28.1,40.6,6.1,32.6,14.2,63.1,2.8,69.5,48.548442544972325,37.3,32.5,15.8,96.77217173,0.454403008,0.376057662,0.893136948,57.24111578,8.012820513,Clay,Nebraska,NE,Clay_NE,19.020040288969202,1.77523270352876,4418.0,0.0,100.0,17.91288888888889,1.3015668242619927
645,45.0,19,163.0,394.5,50758,10520,10.3,0.0,"(48021.6, 51046.4]",34.2,33.8,35.0,"Colfax County, Nebraska",2.87,56.8,20.8,35.5,41.7,2.0,33.2,9.5,67.8,6.4,70.3,58.8,49.9,25.7,14.2,91.21839954,2.128872838,0.142558449,2.927200152,54.87066593,6.487488415,Colfax,Nebraska,NE,Colfax_NE,0.0,0.217997521246459,4243.0,59.49,40.51,17.91288888888889,1.3015668242619927
646,50.0,19,128.3,370.9,56047,9125,9.1,0.0,"(54545.6, 61494.5]",43.6,43.3,44.0,"Cuming County, Nebraska",2.41,61.3,20.8,33.2,39.3,6.7,38.9,14.3,64.2,3.3,74.1,57.0,44.6,31.5,15.7,96.00132188,0.033046927,0.29742234,2.159065874,57.39389024,7.272727273,Cuming,Nebraska,NE,Cuming_NE,11.125316940667,0.305066602381701,4185.0,34.8,65.2,17.91288888888889,1.3015668242619927
647,68.0,29,159.7,429.8,45644,10806,13.4,9439.200444,"(45201, 48021.6]",43.8,42.0,45.5,"Custer County, Nebraska",2.25,62.4,26.9,33.2,37.99999999999999,1.9,32.8,14.6,66.0,2.3,71.2,51.3,36.6,34.1,14.3,97.35234216,0.805406406,0.379559341,0.555452694,56.33298209,7.021791768,Custer,Nebraska,NE,Custer_NE,33.9284222993235,0.0,4391.0,32.33,67.67,17.91288888888889,1.3015668242619927
648,81.0,36,177.8,396.0,50289,20781,14.8,0.0,"(48021.6, 51046.4]",33.7,33.0,34.3,"Dakota County, Nebraska",2.81,57.1,18.0,41.0,38.2,2.8,34.9,7.6,65.4,7.4,65.5,61.69426747001845,47.4,27.8,16.8,68.51139533,4.135012982,3.168573901,20.24713915,57.47599451,9.833738848,Dakota,Nebraska,NE,Dakota_NE,39.1758182315573,0.0,4133.0,78.91,21.09,17.91288888888889,1.3015668242619927
649,40.0,19,155.4,370.0,40667,9055,18.8,220.8724462,"(40362.7, 42724.4]",33.7,33.1,34.6,"Dawes County, Nebraska",2.22,48.7,5.3,13.7,74.1,6.9,29.1,19.5,59.8,2.6,71.5,48.67859922739852,37.4,26.7,10.8,89.30604203,0.525394046,1.762259194,0.645796848,50.26308502,7.437661221,Dawes,Nebraska,NE,Dawes_NE,0.0,3.1574199368516,4347.0,60.06,39.94,17.91288888888889,1.3015668242619927
650,109.0,40,139.7,409.0,47366,23886,13.7,0.0,"(45201, 48021.6]",36.2,35.7,37.0,"Dawson County, Nebraska",2.71,56.6,27.0,34.6,35.9,2.5,33.4,9.7,67.6,4.8,68.3,60.392700645756456,46.4,30.4,16.5,89.22265154,4.661597906,0.070630271,3.639536333,54.01484866,8.05433327,Dawson,Nebraska,NE,Dawson_NE,36.2397468306755,0.28014344348662,4460.0,73.35,26.65,17.91288888888889,1.3015668242619927
651,13.0,4,104.6,402.3,44109,1921,11.8,0.0,"(42724.4, 45201]",47.1,44.6,47.2,"Deuel County, Nebraska",2.34,55.3,12.6,19.3,65.10000000000001,3.0,36.3,11.5,65.3,4.3,67.3,48.8,38.4,35.5,15.6,95.94039054,0.0,0.102774923,1.593011305,50.3649635,2.873563218,Deuel,Nebraska,NE,Deuel_NE,1.19171253505037,0.010385294423096901,4482.0,0.0,100.0,17.91288888888889,1.3015668242619927
652,36.0,15,168.3,447.2,52601,5797,10.7,0.0,"(51046.4, 54545.6]",41.9,41.1,42.5,"Dixon County, Nebraska",2.51,58.1,14.3,36.8,46.2,2.7,38.6,12.6,64.2,4.5,72.8,54.8,46.7,30.3,13.7,95.56767815,0.39209001,0.051142175,2.523013979,55.57483731,7.055749129,Dixon,Nebraska,NE,Dixon_NE,0.0,0.0,4146.0,0.0,100.0,17.91288888888889,1.3015668242619927
653,236.0,94,177.9,487.5,50043,36706,12.9,27.24350242,"(48021.6, 51046.4]",39.4,38.3,40.4,"Dodge County, Nebraska",2.37,55.8,16.3,31.9,43.5,8.3,36.8,13.4,63.7,5.1,72.7,55.3,48.2,30.8,13.7,95.82573179,0.49012934,0.577263445,0.313138189,52.27663799,7.218949743,Dodge,Nebraska,NE,Dodge_NE,27.7747768719814,0.09418951812484319,4203.0,74.87,25.13,17.91288888888889,1.3015668242619927
654,2341.0,879,179.7,476.6,52842,550064,14.0,818.0866226,"(51046.4, 54545.6]",34.0,33.2,34.9,"Douglas County, Nebraska",2.52,47.6,12.7,27.5,45.6,14.2,21.9,24.2,67.2,5.7,72.0,60.8,52.9,26.0,14.8,78.9999163,11.2767481,3.147929434,3.143651598,44.9580658,5.925782154,Douglas,Nebraska,NE,Douglas_NE,6.18261501470155,0.0167862061213669,4192.0,97.83,2.17,17.91288888888889,1.3015668242619927
655,13.0,6,151.9,406.9,45624,1799,13.8,0.0,"(45201, 48021.6]",46.2,42.8,48.3,"Dundy County, Nebraska",2.18,62.3,18.4,29.1,35.5,17.0,32.5,13.6,57.7,4.0,64.8,49.3,31.6,35.9,17.2,98.51116625,0.099255583,0.0,0.248138958,55.44444444,5.83090379,Dundy,Nebraska,NE,Dundy_NE,2.37362637362637,0.452747252747253,4610.0,0.0,100.0,17.91288888888889,1.3015668242619927
656,37.0,15,150.3,423.8,54556,5619,10.1,0.0,"(54545.6, 61494.5]",47.5,46.2,49.1,"Fillmore County, Nebraska",2.22,57.5,15.8,33.1,45.300000000000004,5.8,39.1,13.5,63.3,3.4,74.7,55.7,44.2,31.9,12.7,97.1915043,0.912761102,0.017553098,1.000526593,53.40909091,6.001846722,Fillmore,Nebraska,NE,Fillmore_NE,6.361585040178119,0.0,4375.0,0.0,100.0,17.91288888888889,1.3015668242619927
657,18.0,7,119.2,339.4,44794,2985,13.6,0.0,"(42724.4, 45201]",49.9,49.0,50.8,"Franklin County, Nebraska",2.15,64.0,6.9,35.8,53.9,3.4,37.1,14.6,60.9,3.5,70.8,47.6,30.9,39.5,17.7,98.13204509,0.128824477,0.193236715,0.0,58.33924769,8.058608059,Franklin,Nebraska,NE,Franklin_NE,0.0,0.0824807677056071,4516.0,0.0,100.0,17.91288888888889,1.3015668242619927
658,16.0,5,127.2,443.6,48543,2624,13.7,0.0,"(48021.6, 51046.4]",44.4,42.7,45.1,"Frontier County, Nebraska",2.25,59.5,8.1,12.1,73.30000000000001,6.5,34.7,11.8,61.5,2.4,77.0,53.1039264298893,40.8,30.4,10.8,98.25106879,0.0,0.0,0.0,58.11808118,3.646833013,Frontier,Nebraska,NE,Frontier_NE,2.54114230396902,0.0124910220778815,4522.0,0.0,100.0,17.91288888888889,1.3015668242619927
659,37.0,13,145.5,482.7,44461,4862,12.7,0.0,"(42724.4, 45201]",46.8,45.8,47.5,"Furnas County, Nebraska",2.11,60.2,34.3,21.1,34.7,9.9,33.7,14.0,59.4,3.4,70.3,52.583299700184504,40.4,36.6,16.6,96.95109474,0.122774708,0.184162063,0.73664825,51.09841828,5.315614618,Furnas,Nebraska,NE,Furnas_NE,11.7027685552105,0.00736317875120488,4564.0,0.0,100.0,17.91288888888889,1.3015668242619927
660,146.0,57,165.2,463.1,50861,21900,11.0,0.0,"(48021.6, 51046.4]",44.6,42.9,46.1,"Gage County, Nebraska",2.3,57.8,15.3,37.0,41.300000000000004,6.4,34.6,14.1,63.2,4.3,75.9,58.2,48.7,33.2,13.4,96.66330553,0.426253552,0.417086809,0.572921441,54.4047619,6.416861827,Gage,Nebraska,NE,Gage_NE,19.5237116079739,0.17835111794116998,4304.0,55.6,44.4,17.91288888888889,1.3015668242619927
661,16.0,5,128.2,419.3,38645,1918,15.6,0.0,"(37413.8, 40362.7]",52.3,50.9,52.5,"Garden County, Nebraska",2.1,62.9,42.0,37.7,14.5,5.8,32.5,16.3,60.7,3.1,68.7,43.1,31.4,38.8,15.0,97.36697751,0.164563906,1.097092704,0.054854635,58.81656805,4.705882353,Garden,Nebraska,NE,Garden_NE,0.0,0.0060611570748856,4424.0,0.0,100.0,17.91288888888889,1.3015668242619927
662,17.0,6,141.0,482.9,40436,2028,11.8,0.0,"(40362.7, 42724.4]",51.4,53.1,50.9,"Garfield County, Nebraska",2.1,57.0,4.1,21.1,46.3,28.5,39.5,11.8,62.7,3.5,70.2,46.9,26.3,41.8,16.8,97.98241076,0.620796689,0.0,0.310398345,49.16943522,3.095975232,Garfield,Nebraska,NE,Garfield_NE,3.75469634279736,2.47182194321587,4322.0,0.0,100.0,17.91288888888889,1.3015668242619927
663,14.0,6,187.4,445.3,55319,1973,9.1,0.0,"(54545.6, 61494.5]",46.7,45.6,48.8,"Gosper County, Nebraska",2.46,64.9,10.9,55.5,25.599999999999994,8.0,34.8,14.5,68.5,5.1,78.6,55.5,44.6,27.9,10.7,97.01417004,0.0,0.0,1.062753036,64.63878327,1.38121547,Gosper,Nebraska,NE,Gosper_NE,0.0,0.0,4510.0,0.0,100.0,17.91288888888889,1.3015668242619927
664,17.0,7,149.0,404.4,43858,2429,12.7,0.0,"(42724.4, 45201]",46.0,45.3,46.9,"Greeley County, Nebraska",2.46,59.7,29.0,16.6,40.599999999999994,13.8,39.8,10.7,58.1,1.9,71.4,51.1,32.8,38.1,17.1,98.34410339,0.686591276,0.282714055,0.040387722,56.88442211,6.637168142,Greeley,Nebraska,NE,Greeley_NE,3.54047188833896,0.0,4346.0,0.0,100.0,17.91288888888889,1.3015668242619927
665,300.0,108,160.8,469.4,48499,61680,14.7,551.232166,"(48021.6, 51046.4]",35.8,34.8,37.1,"Hall County, Nebraska",2.67,52.0,17.7,43.3,34.5,4.5,32.5,12.4,67.5,6.0,65.7,52.7,46.8,30.2,16.7,92.75233583,2.197657587,1.115278326,2.107185156,49.11068515,8.958855626,Hall,Nebraska,NE,Hall_NE,24.0475103234743,0.0752531962173962,4420.0,85.38,14.62,17.91288888888889,1.3015668242619927
666,48.0,20,155.8,411.9,62191,9190,6.9,0.0,"(61494.5, 125635]",42.9,40.9,44.3,"Hamilton County, Nebraska",2.45,62.7,25.1,33.2,33.2,8.5,31.8,18.3,65.9,2.5,77.3,61.3,47.5,30.9,15.0,96.62637363,0.538461538,0.21978022,0.868131868,60.81118115,3.387978142,Hamilton,Nebraska,NE,Hamilton_NE,21.575886242508698,0.0,4386.0,48.95,51.05,17.91288888888889,1.3015668242619927
667,25.0,14,223.9,445.6,46744,3452,11.4,0.0,"(45201, 48021.6]",49.5,46.9,50.6,"Harlan County, Nebraska",2.19,62.4,15.1,27.4,51.800000000000004,5.7,37.6,12.4,59.7,1.7,74.1,53.3,38.9,33.7,12.0,97.36842105,0.20242915,0.26026605,0.08675535,55.94855305,5.410122164,Harlan,Nebraska,NE,Harlan_NE,1.36086413402895,0.0720111690792858,4541.0,0.0,100.0,17.91288888888889,1.3015668242619927
668,24.0,9,183.7,501.5,40496,2883,13.8,4856.052723,"(40362.7, 42724.4]",48.2,44.1,49.8,"Hitchcock County, Nebraska",2.12,57.3,15.5,27.0,56.4,1.1,37.4,9.2,58.3,3.0,65.2,45.6,35.1,37.5,17.6,99.27058006,0.138937131,0.138937131,0.0,49.55290611,9.807692308,Hitchcock,Nebraska,NE,Hitchcock_NE,14.6416424747213,3.7916369045668703,4598.0,0.0,100.0,17.91288888888889,1.3015668242619927
669,62.0,26,155.3,407.3,46667,10313,12.5,0.0,"(45201, 48021.6]",45.5,42.9,47.5,"Holt County, Nebraska",2.25,63.9,14.8,27.2,38.3,19.7,34.0,14.9,67.5,0.9,77.3,59.2,41.1,30.4,11.5,97.41296403,0.086555107,0.384689363,0.605885747,57.8539823,8.200103146,Holt,Nebraska,NE,Holt_NE,5.30090542269462,0.39559520294684203,4260.0,35.29,64.71,17.91288888888889,1.3015668242619927
670,38.0,14,155.2,450.8,51040,6409,11.5,0.0,"(48021.6, 51046.4]",43.3,40.7,45.6,"Howard County, Nebraska",2.47,58.8,11.9,28.4,52.8,6.9,41.6,14.9,65.3,4.0,79.2,62.0,54.4,29.8,11.5,98.06207657,0.110288325,0.236332125,0.1890657,56.9140625,10.27070064,Howard,Nebraska,NE,Howard_NE,2.03706258334483,0.41582090140511996,4387.0,0.0,100.0,17.91288888888889,1.3015668242619927
671,46.0,27,201.3,379.5,44947,7263,11.5,0.0,"(42724.4, 45201]",45.5,45.0,46.4,"Jefferson County, Nebraska",2.18,58.4,16.2,24.6,52.199999999999996,7.0,42.6,10.0,62.0,4.0,73.2,53.0,40.3,37.8,16.2,97.1747612,0.013453518,0.242163326,0.053814072,51.29502828,5.139186296,Jefferson,Nebraska,NE,Jefferson_NE,59.123703150952004,0.193534410129264,4355.0,51.84,48.16,17.91288888888889,1.3015668242619927
672,30.0,14,185.6,425.6,48511,5173,13.9,0.0,"(48021.6, 51046.4]",42.3,40.0,47.5,"Johnson County, Nebraska",2.13,48.5,30.4,31.1,35.699999999999996,2.8,40.7,10.8,47.6,3.6,73.5,56.7,46.1,30.9,14.6,87.38145926,7.122121153,0.832204374,2.690149023,51.00742312,4.337050805,Johnson,Nebraska,NE,Johnson_NE,0.0,0.0,4263.0,0.0,100.0,17.91288888888889,1.3015668242619927
673,39.0,13,136.4,440.9,56791,6585,9.6,0.0,"(54545.6, 61494.5]",40.8,39.5,43.5,"Kearney County, Nebraska",2.34,61.2,14.4,39.8,32.3,13.5,32.5,16.8,67.7,3.8,78.9,60.1,46.3,27.8,10.6,98.12185066,0.152695068,0.320659643,0.488624217,55.22226238,12.76119403,Kearney,Nebraska,NE,Kearney_NE,14.536289452096199,0.0,4478.0,45.45,54.55,17.91288888888889,1.3015668242619927
674,52.0,21,161.3,411.5,45192,8063,12.0,0.0,"(42724.4, 45201]",49.1,47.7,49.8,"Keith County, Nebraska",2.06,59.5,12.6,42.2,37.800000000000004,7.4,34.5,14.2,61.8,2.8,69.6,47.37703240313653,36.4,36.4,15.1,96.47679843,0.576970292,0.417382765,0.196415419,51.08834827,2.702702703,Keith,Nebraska,NE,Keith_NE,5.2289449035975,0.00058907732818087,4458.0,52.87,47.13,17.91288888888889,1.3015668242619927
675,25.0,13,203.8,401.5,45771,3689,11.7,0.0,"(45201, 48021.6]",45.7,45.4,46.2,"Kimball County, Nebraska",2.33,59.4,25.3,41.8,30.800000000000004,2.1,34.0,11.6,56.9,5.1,59.9,41.910451741236166,32.2,40.0,22.2,96.34408602,0.295698925,0.564516129,0.725806452,52.66836086,9.93485342,Kimball,Nebraska,NE,Kimball_NE,23.0332014809186,12.9125974925693,4455.0,0.0,100.0,17.91288888888889,1.3015668242619927
676,60.0,25,161.7,461.2,42745,8543,14.9,0.0,"(42724.4, 45201]",47.6,45.9,49.0,"Knox County, Nebraska",2.24,61.4,14.8,32.1,46.9,6.2,37.2,13.3,63.2,3.3,70.1,50.0,35.9,36.2,15.8,87.52921926,0.070126227,0.502571295,0.607760636,54.79009688,6.866666667,Knox,Nebraska,NE,Knox_NE,2.6009282330366803,0.0,4206.0,0.0,100.0,17.91288888888889,1.3015668242619927
677,1163.0,422,153.5,425.9,52011,306468,14.0,486.1845282,"(51046.4, 54545.6]",32.9,32.1,33.8,"Lancaster County, Nebraska",2.42,47.4,6.3,17.2,63.1,13.4,22.6,23.9,68.1,5.1,76.9,62.7,54.3,24.1,11.7,87.33964037,4.000268384,4.01335212,1.225845411,46.00270254,6.17570233,Lancaster,Nebraska,NE,Lancaster_NE,8.92059231035677,0.00391927089190685,4270.0,91.75,8.25,17.91288888888889,1.3015668242619927
678,200.0,78,167.0,456.8,49770,35656,14.5,28.0457707,"(48021.6, 51046.4]",40.1,39.2,40.7,"Lincoln County, Nebraska",2.34,55.2,21.3,28.1,47.300000000000004,3.3,31.4,14.2,61.9,4.2,72.0,61.82442415244465,47.5,31.7,13.9,95.6346111,0.835747716,0.509806107,1.016826387,50.01332445,5.843469064,Lincoln,Nebraska,NE,Lincoln_NE,2.3897626462198702,0.215982344577325,4451.0,69.48,30.52,17.91288888888889,1.3015668242619927
679,192.0,69,161.2,473.4,51836,35039,13.7,485.1736636,"(51046.4, 54545.6]",37.5,35.3,39.3,"Madison County, Nebraska",2.43,53.7,10.3,28.8,52.8,8.1,29.3,13.6,68.4,3.1,72.2,64.94818453067343,49.9,28.2,14.5,92.15630429,1.181965766,0.689242687,2.389564524,51.68844149,7.123638693,Madison,Nebraska,NE,Madison_NE,24.8472860806294,0.131497848037057,4258.0,72.1,27.9,17.91288888888889,1.3015668242619927
680,48.0,18,163.6,448.8,50893,7787,10.4,0.0,"(48021.6, 51046.4]",43.8,43.3,45.2,"Merrick County, Nebraska",2.28,60.9,12.0,43.5,40.7,3.8,34.5,12.1,67.1,5.2,75.6,55.3,42.0,33.7,12.1,96.33487654,0.488683128,0.102880658,0.694444444,55.93984962,4.215304799,Merrick,Nebraska,NE,Merrick_NE,8.81194230238624,0.685521835719386,4364.0,41.11,58.89,17.91288888888889,1.3015668242619927
681,30.0,9,131.6,444.6,46961,4854,14.0,0.0,"(45201, 48021.6]",41.3,41.1,41.7,"Morrill County, Nebraska",2.38,53.6,24.8,27.9,44.800000000000004,2.5,32.3,13.6,64.7,4.0,69.2,54.9,40.7,30.9,15.8,96.12228149,0.800164136,0.307755437,1.292572835,49.67188289,5.760869565,Morrill,Nebraska,NE,Morrill_NE,2.0269418893687203,0.0164186684078092,4428.0,0.0,100.0,17.91288888888889,1.3015668242619927
682,22.0,9,141.8,395.7,48535,3595,11.7,0.0,"(48021.6, 51046.4]",45.9,44.2,48.1,"Nance County, Nebraska",2.25,57.5,12.7,35.4,39.7,12.2,38.1,10.9,60.9,3.2,74.9,57.9,45.5,29.0,9.9,99.61527892,0.054960154,0.054960154,0.0,54.32816537,7.391304348,Nance,Nebraska,NE,Nance_NE,0.0,22.553958307736398,4338.0,0.0,100.0,17.91288888888889,1.3015668242619927
683,39.0,18,164.7,398.7,49162,7046,13.6,567.6979847,"(48021.6, 51046.4]",39.1,36.8,41.4,"Nemaha County, Nebraska",2.31,52.2,9.9,31.2,55.39999999999999,3.5,34.9,20.4,59.1,8.0,76.5,60.5,53.2,29.2,13.6,96.19140625,1.143973214,0.474330357,0.251116071,52.86757039,8.91959799,Nemaha,Nebraska,NE,Nemaha_NE,3.34146856283475,0.0,4242.0,47.93,52.07,17.91288888888889,1.3015668242619927
684,32.0,14,154.3,431.1,43249,4329,13.4,0.0,"(42724.4, 45201]",49.2,48.0,50.9,"Nuckolls County, Nebraska",2.08,60.7,16.8,26.6,47.6,9.0,42.1,11.2,61.9,2.9,72.3,46.46593562615314,35.7,38.5,13.8,97.97312685,0.045547711,0.751537235,0.159416989,53.38491296,7.142857143,Nuckolls,Nebraska,NE,Nuckolls_NE,0.0,0.0,4446.0,0.0,100.0,17.91288888888889,1.3015668242619927
685,85.0,34,149.1,410.1,51527,15984,10.0,0.0,"(51046.4, 54545.6]",41.8,39.6,43.8,"Otoe County, Nebraska",2.41,55.9,17.0,40.4,33.900000000000006,8.7,37.7,15.1,65.3,4.6,77.7,59.3,51.9,28.8,11.4,96.5029668,0.113622017,0.486049741,0.580734756,52.75321855,8.147459727,Otoe,Nebraska,NE,Otoe_NE,9.01884671814647,0.031886641671229,4239.0,44.89,55.11,17.91288888888889,1.3015668242619927
686,21.0,9,171.1,425.0,42977,2659,12.2,0.0,"(42724.4, 45201]",49.1,46.9,50.9,"Pawnee County, Nebraska",2.13,62.2,31.4,15.1,29.099999999999994,24.4,45.3,10.8,57.2,4.6,70.5,43.73264529520296,33.6,35.1,10.6,99.08290536,0.0,0.0,0.0,54.32196669,1.111111111,Pawnee,Nebraska,NE,Pawnee_NE,32.697525809611,4.04925902734293,4276.0,0.0,100.0,17.91288888888889,1.3015668242619927
687,15.0,7,147.5,327.2,56080,2944,10.4,0.0,"(54545.6, 61494.5]",44.1,41.6,45.6,"Perkins County, Nebraska",2.32,65.5,27.4,31.4,37.199999999999996,4.0,31.1,13.5,64.6,1.7,78.8,59.5,38.9,29.3,10.3,98.8372093,0.136798906,0.0,0.239398085,62.42960579,6.593406593,Perkins,Nebraska,NE,Perkins_NE,6.95846255340925,0.0,4503.0,0.0,100.0,17.91288888888889,1.3015668242619927
688,50.0,23,173.5,409.2,54137,9296,9.5,0.0,"(51046.4, 54545.6]",42.0,40.1,44.6,"Phelps County, Nebraska",2.4,60.3,19.2,28.6,47.099999999999994,5.1,33.0,16.9,64.4,1.7,77.2,58.7,47.5,29.5,11.6,97.08116319,0.151909722,0.130208333,0.401475694,57.53755365,2.548476454,Phelps,Nebraska,NE,Phelps_NE,0.0,0.178206302555665,4496.0,58.12,41.88,17.91288888888889,1.3015668242619927
